HomePlanet,CryoSleep,Deck,RoomNum,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
Earth,True,G,685,S,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,861,P,TRAPPIST-1e,23.0,False,1277.0,84.0,0.0,240.0,598.0,True
Earth,False,G,686,S,55 Cancri e,17.0,False,558.0,0.0,3.0,0.0,1226.0,False
Mars,False,D,135,S,TRAPPIST-1e,18.0,False,950.0,1.0,236.0,754.0,0.0,False
Mars,True,F,862,P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,688,S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,786,S,TRAPPIST-1e,66.0,False,610.0,2549.0,0.0,17.0,0.0,True
Earth,False,F,786,S,TRAPPIST-1e,27.0,False,0.0,867.0,0.0,128.0,363.0,True
Earth,False,G,689,S,TRAPPIST-1e,19.0,False,1620.0,0.0,4.0,0.0,82.0,False
Earth,False,F,787,S,TRAPPIST-1e,55.0,False,0.0,198.0,703.0,1.0,0.0,True
Mars,False,D,143,P,TRAPPIST-1e,40.0,False,0.0,0.0,1.0,293.0,667.0,False
Earth,True,G,691,P,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,691,P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,691,P,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,789,S,TRAPPIST-1e,37.0,False,0.0,886.0,0.0,58.0,441.0,False
Earth,False,F,865,P,TRAPPIST-1e,22.0,False,0.0,13.0,524.0,7.0,0.0,False
Europa,True,B,163,S,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,D,144,P,55 Cancri e,37.0,False,326.0,0.0,455.0,2.0,0.0,False
Europa,True,C,151,S,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,C,151,S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,C,134,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,E,262,P,TRAPPIST-1e,23.0,False,3.0,343.0,0.0,4280.0,0.0,False
Mars,False,D,145,P,TRAPPIST-1e,34.0,True,992.0,0.0,14.0,0.0,0.0,False
Europa,True,B,134,P,TRAPPIST-1e,65.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,True,F,867,P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,868,P,TRAPPIST-1e,40.0,False,1268.0,0.0,0.0,0.0,0.0,False
Mars,False,F,868,P,TRAPPIST-1e,32.0,False,1331.0,416.0,0.0,665.0,64.0,False
Earth,False,E,263,P,TRAPPIST-1e,31.0,False,553.0,224.0,9.0,1.0,0.0,False
Earth,False,F,869,P,TRAPPIST-1e,13.0,False,27.0,81.0,1080.0,0.0,0.0,True
Earth,False,G,692,P,TRAPPIST-1e,29.0,False,37.0,0.0,167.0,608.0,0.0,False
Earth,False,E,264,P,TRAPPIST-1e,28.0,False,0.0,53.0,0.0,732.0,6.0,False
Mars,False,F,790,S,55 Cancri e,19.0,False,1184.0,88.0,0.0,0.0,334.0,True
Mars,True,E,266,P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,872,P,55 Cancri e,13.0,False,406.0,0.0,1670.0,0.0,427.0,False
Earth,False,F,873,P,TRAPPIST-1e,21.0,False,0.0,0.0,23.0,820.0,22.0,False
Earth,False,F,791,S,55 Cancri e,24.0,False,0.0,0.0,1435.0,10.0,0.0,True
Europa,False,B,164,S,TRAPPIST-1e,47.0,False,0.0,4983.0,0.0,173.0,43.0,True
Europa,False,B,135,P,TRAPPIST-1e,27.0,False,0.0,144.0,76.0,184.0,3932.0,False
Earth,False,E,277,S,TRAPPIST-1e,18.0,False,0.0,0.0,774.0,0.0,13.0,True
Europa,True,B,165,S,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,875,P,TRAPPIST-1e,68.0,False,0.0,1.0,223.0,580.0,0.0,False
Mars,True,F,877,P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,D,136,S,TRAPPIST-1e,36.0,False,3002.0,21.0,150.0,0.0,0.0,False
Earth,False,F,794,S,TRAPPIST-1e,17.0,False,0.0,628.0,0.0,66.0,449.0,True
Earth,True,G,695,S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,693,P,TRAPPIST-1e,30.0,False,0.0,10.0,0.0,3840.0,329.0,False
Europa,False,B,166,S,TRAPPIST-1e,58.0,False,0.0,2946.0,0.0,101.0,387.0,True
Europa,True,B,166,S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,166,S,55 Cancri e,20.0,False,354.0,1546.0,323.0,284.0,315.0,True
Earth,False,F,795,S,TRAPPIST-1e,15.0,False,156.0,1.0,1132.0,192.0,33.0,True
Earth,False,G,696,P,TRAPPIST-1e,30.0,False,488.0,0.0,242.0,0.0,79.0,False
Europa,False,B,136,P,55 Cancri e,33.0,False,5493.0,9401.0,23.0,3013.0,303.0,False
Europa,True,B,136,P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,136,P,TRAPPIST-1e,62.0,False,0.0,22.0,0.0,3314.0,22.0,False
Earth,True,G,697,P,PSO J318.5-22,41.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,880,P,TRAPPIST-1e,27.0,False,6.0,0.0,0.0,768.0,1141.0,False
Earth,True,G,698,P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,698,P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,880,P,TRAPPIST-1e,19.0,False,571.0,0.0,0.0,97.0,813.0,True
Earth,False,G,698,P,TRAPPIST-1e,37.0,False,0.0,0.0,115.0,671.0,0.0,False
Earth,True,G,698,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,698,P,TRAPPIST-1e,29.0,False,13.0,0.0,664.0,74.0,101.0,False
Earth,False,F,880,P,55 Cancri e,44.0,False,0.0,0.0,608.0,0.0,91.0,False
Earth,False,F,881,P,TRAPPIST-1e,19.0,False,0.0,265.0,882.0,2.0,293.0,False
Europa,False,A,37,P,TRAPPIST-1e,39.0,False,0.0,266.0,0.0,1254.0,197.0,False
Europa,False,A,37,P,TRAPPIST-1e,39.0,False,9.0,1525.0,0.0,0.0,146.0,False
Mars,True,F,796,S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,696,S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,D,137,S,55 Cancri e,56.0,False,412.0,492.0,9.0,117.0,33.0,True
Europa,True,C,135,P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,135,P,55 Cancri e,26.0,False,1.0,1269.0,4790.0,270.0,5116.0,False
Earth,False,F,797,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,1300.0,False
Earth,True,G,697,S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,883,P,TRAPPIST-1e,32.0,False,0.0,0.0,1020.0,0.0,0.0,True
Europa,True,A,38,P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,799,S,TRAPPIST-1e,55.0,False,0.0,252.0,1.0,0.0,553.0,True
Earth,False,F,884,P,PSO J318.5-22,19.0,False,0.0,2.0,0.0,669.0,0.0,False
Earth,False,G,698,S,TRAPPIST-1e,24.0,False,0.0,717.0,222.0,8.0,1.0,True
Europa,False,C,154,S,TRAPPIST-1e,32.0,False,401.0,3724.0,5.0,422.0,62.0,True
Mars,False,E,267,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,False
Mars,True,F,890,P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,701,S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,False,A,52,S,55 Cancri e,28.0,False,0.0,31.0,0.0,1283.0,871.0,True
Earth,False,F,801,S,TRAPPIST-1e,52.0,False,0.0,559.0,0.0,0.0,0.0,True
Earth,False,G,702,S,TRAPPIST-1e,29.0,False,646.0,91.0,13.0,0.0,0.0,True
Mars,False,D,147,P,55 Cancri e,23.0,False,49.0,0.0,2716.0,0.0,0.0,True
Earth,True,G,703,S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,False,B,138,P,55 Cancri e,41.0,False,14.0,6777.0,81.0,604.0,2936.0,False
Europa,True,E,269,P,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,706,P,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,803,S,55 Cancri e,15.0,False,36.0,841.0,0.0,0.0,0.0,True
Earth,False,G,705,S,TRAPPIST-1e,38.0,False,0.0,668.0,84.0,267.0,0.0,False
Earth,False,F,893,P,TRAPPIST-1e,56.0,False,0.0,779.0,12.0,3.0,35.0,False
Earth,True,G,707,P,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,707,P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,805,S,55 Cancri e,22.0,False,1371.0,0.0,235.0,0.0,0.0,True
Earth,False,E,270,P,TRAPPIST-1e,37.0,False,0.0,0.0,785.0,3.0,0.0,False
Earth,False,G,709,P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,807,S,TRAPPIST-1e,22.0,False,563.0,521.0,364.0,0.0,0.0,False
Europa,False,B,139,P,TRAPPIST-1e,26.0,False,0.0,137.0,0.0,0.0,7629.0,False
Earth,False,E,272,P,TRAPPIST-1e,22.0,False,0.0,3.0,486.0,0.0,228.0,True
Mars,False,D,139,S,TRAPPIST-1e,24.0,False,439.0,0.0,2140.0,0.0,0.0,True
Mars,True,F,808,S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,711,P,TRAPPIST-1e,48.0,False,2.0,0.0,83.0,589.0,233.0,False
Earth,False,E,273,P,TRAPPIST-1e,24.0,False,786.0,0.0,0.0,7.0,0.0,False
Mars,False,F,810,S,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,True,F,810,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,810,S,TRAPPIST-1e,25.0,False,412.0,0.0,567.0,775.0,0.0,False
Mars,True,F,810,S,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,811,S,TRAPPIST-1e,20.0,False,0.0,187.0,712.0,0.0,0.0,True
Mars,False,D,140,S,55 Cancri e,28.0,False,427.0,0.0,754.0,0.0,0.0,True
Earth,True,G,707,S,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,141,P,55 Cancri e,28.0,False,0.0,3345.0,0.0,2143.0,27.0,False
Europa,True,A,53,S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,True,E,281,S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,False,C,155,S,TRAPPIST-1e,29.0,True,267.0,1418.0,257.0,843.0,0.0,True
Europa,True,C,155,S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,155,S,55 Cancri e,40.0,False,2320.0,0.0,4874.0,3131.0,498.0,True
Mars,False,F,813,S,TRAPPIST-1e,49.0,False,22.0,0.0,1129.0,0.0,77.0,True
Europa,False,C,156,S,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,156,S,TRAPPIST-1e,41.0,False,0.0,545.0,0.0,2740.0,293.0,True
Europa,False,C,156,S,55 Cancri e,44.0,False,0.0,14201.0,0.0,22.0,584.0,True
Mars,False,F,814,S,TRAPPIST-1e,47.0,False,2044.0,0.0,95.0,0.0,120.0,False
Earth,False,F,815,S,TRAPPIST-1e,22.0,False,0.0,0.0,945.0,0.0,4.0,True
Earth,True,G,708,S,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,816,S,TRAPPIST-1e,18.0,False,0.0,35.0,661.0,0.0,63.0,True
Earth,False,G,717,P,TRAPPIST-1e,28.0,False,0.0,1125.0,3.0,562.0,7.0,False
Earth,False,E,274,P,55 Cancri e,22.0,False,429.0,2.0,232.0,0.0,59.0,True
Earth,False,G,718,P,TRAPPIST-1e,50.0,False,444.0,0.0,408.0,0.0,0.0,False
Europa,True,B,142,P,TRAPPIST-1e,47.0,True,0.0,0.0,0.0,0.0,0.0,True
Mars,False,E,275,P,TRAPPIST-1e,55.0,False,802.0,0.0,155.0,4.0,337.0,False
Earth,True,G,709,S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,709,S,PSO J318.5-22,39.0,False,0.0,0.0,1.0,0.0,2330.0,False
Europa,False,C,157,S,TRAPPIST-1e,37.0,False,33.0,3484.0,17.0,4.0,1384.0,True
Europa,False,C,157,S,TRAPPIST-1e,31.0,False,22.0,10025.0,2.0,124.0,1.0,True
Europa,True,B,167,S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,D,148,P,TRAPPIST-1e,23.0,False,118.0,0.0,949.0,206.0,2071.0,False
Europa,False,C,137,P,TRAPPIST-1e,28.0,False,3.0,2127.0,0.0,696.0,10.0,False
Europa,False,C,137,P,55 Cancri e,40.0,False,0.0,17687.0,0.0,425.0,155.0,True
Europa,False,C,137,P,55 Cancri e,54.0,False,0.0,1832.0,0.0,0.0,1768.0,False
Mars,True,F,896,P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,819,S,55 Cancri e,27.0,False,0.0,14.0,0.0,734.0,331.0,True
Europa,False,B,168,S,TRAPPIST-1e,43.0,False,0.0,1947.0,0.0,0.0,1651.0,True
Earth,True,G,720,P,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,710,S,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,True,F,900,P,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,820,S,TRAPPIST-1e,19.0,False,857.0,0.0,0.0,0.0,0.0,False
Europa,False,C,158,S,55 Cancri e,39.0,False,106.0,243.0,126.0,7.0,4967.0,False
Europa,False,C,158,S,TRAPPIST-1e,25.0,False,0.0,4384.0,4285.0,812.0,360.0,True
Mars,False,E,283,S,TRAPPIST-1e,42.0,False,954.0,0.0,1.0,0.0,0.0,False
Earth,False,F,822,S,PSO J318.5-22,36.0,False,735.0,0.0,2.0,0.0,0.0,False
Earth,False,E,284,S,PSO J318.5-22,43.0,False,0.0,168.0,3.0,0.0,452.0,True
Earth,False,F,901,P,PSO J318.5-22,23.0,False,65.0,94.0,0.0,0.0,445.0,True
Europa,False,B,169,S,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,170,S,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,170,S,TRAPPIST-1e,51.0,False,0.0,16455.0,885.0,0.0,363.0,True
Mars,False,F,902,P,PSO J318.5-22,32.0,False,192.0,0.0,441.0,18.0,0.0,False
Europa,False,B,171,S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,True,F,903,P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,True,F,903,P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,903,P,TRAPPIST-1e,27.0,False,875.0,0.0,61.0,289.0,0.0,False
Earth,False,F,904,P,TRAPPIST-1e,48.0,False,383.0,0.0,0.0,393.0,10.0,True
Earth,False,G,714,S,55 Cancri e,13.0,False,38.0,0.0,0.0,733.0,0.0,False
Earth,True,G,722,P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,E,278,P,TRAPPIST-1e,18.0,False,754.0,0.0,34.0,0.0,0.0,False
Earth,False,F,905,P,TRAPPIST-1e,23.0,False,0.0,0.0,206.0,681.0,31.0,False
Earth,False,G,715,S,TRAPPIST-1e,23.0,False,0.0,153.0,11.0,646.0,0.0,False
Earth,False,G,724,P,TRAPPIST-1e,25.0,False,141.0,3.0,640.0,0.0,100.0,False
Mars,False,E,285,S,TRAPPIST-1e,32.0,False,689.0,0.0,610.0,0.0,0.0,False
Mars,False,F,830,S,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,716,S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,725,P,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,831,S,TRAPPIST-1e,55.0,False,134.0,935.0,0.0,6.0,394.0,False
Europa,True,C,159,S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,719,S,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,True,F,906,P,TRAPPIST-1e,75.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,160,S,TRAPPIST-1e,50.0,False,0.0,817.0,388.0,78.0,693.0,True
Earth,False,G,720,S,TRAPPIST-1e,23.0,False,27.0,0.0,32.0,725.0,0.0,False
Earth,False,G,721,S,PSO J318.5-22,37.0,False,715.0,0.0,54.0,0.0,0.0,True
Earth,False,G,722,S,TRAPPIST-1e,33.0,False,0.0,0.0,232.0,0.0,622.0,False
Mars,False,F,833,S,TRAPPIST-1e,45.0,False,941.0,281.0,36.0,12.0,39.0,False
Europa,True,B,143,P,55 Cancri e,47.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,172,S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,172,S,TRAPPIST-1e,29.0,False,0.0,6338.0,0.0,1366.0,89.0,True
Mars,False,E,287,S,TRAPPIST-1e,19.0,False,30.0,0.0,42.0,3565.0,7.0,False
Mars,True,F,835,S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,D,141,S,55 Cancri e,39.0,False,3.0,83.0,0.0,805.0,2983.0,False
Europa,False,D,141,S,TRAPPIST-1e,31.0,False,0.0,46.0,0.0,209.0,2908.0,False
Europa,False,C,162,S,55 Cancri e,29.0,False,0.0,11417.0,12.0,795.0,402.0,True
Mars,False,E,288,S,TRAPPIST-1e,16.0,False,546.0,90.0,23.0,513.0,0.0,False
Earth,False,F,836,S,PSO J318.5-22,18.0,False,0.0,2.0,1513.0,0.0,0.0,True
Earth,False,G,727,P,55 Cancri e,38.0,False,8.0,0.0,1414.0,10.0,3.0,False
Earth,True,G,728,P,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,729,P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,730,P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,725,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,910,P,TRAPPIST-1e,36.0,False,721.0,0.0,471.0,0.0,0.0,False
Europa,True,B,144,P,55 Cancri e,31.0,True,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,144,P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,144,P,55 Cancri e,50.0,False,0.0,4558.0,0.0,1.0,267.0,True
Earth,False,E,291,S,TRAPPIST-1e,40.0,False,0.0,901.0,0.0,0.0,89.0,False
Earth,False,F,912,P,TRAPPIST-1e,28.0,False,8.0,0.0,77.0,560.0,0.0,False
Europa,False,B,175,S,TRAPPIST-1e,38.0,False,2.0,114.0,771.0,3094.0,448.0,False
Europa,False,B,175,S,TRAPPIST-1e,37.0,False,0.0,3603.0,33.0,7113.0,1.0,False
Europa,True,B,175,S,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,175,S,55 Cancri e,41.0,False,35.0,6103.0,0.0,180.0,160.0,True
Earth,False,F,913,P,TRAPPIST-1e,40.0,False,0.0,0.0,2414.0,0.0,0.0,True
Mars,False,D,142,S,TRAPPIST-1e,43.0,False,130.0,0.0,870.0,31.0,26.0,True
Europa,True,C,140,P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,C,140,P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,140,P,TRAPPIST-1e,28.0,False,0.0,3627.0,0.0,31.0,3263.0,False
Europa,False,D,149,P,TRAPPIST-1e,28.0,False,0.0,2560.0,0.0,134.0,307.0,False
Earth,False,F,917,P,TRAPPIST-1e,24.0,False,698.0,0.0,51.0,2.0,4.0,True
Mars,True,F,838,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,918,P,TRAPPIST-1e,20.0,False,399.0,77.0,311.0,0.0,16.0,False
Europa,True,B,145,P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,728,S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,True,A,54,S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,False,A,54,S,TRAPPIST-1e,43.0,False,31.0,76.0,0.0,1353.0,1713.0,False
Europa,False,A,54,S,TRAPPIST-1e,28.0,False,0.0,1883.0,0.0,1.0,4560.0,False
Europa,False,A,40,P,55 Cancri e,31.0,True,0.0,2461.0,0.0,51.0,2141.0,False
Earth,False,F,919,P,TRAPPIST-1e,23.0,False,36.0,18.0,670.0,0.0,32.0,True
Europa,True,B,146,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,146,P,55 Cancri e,43.0,False,0.0,39.0,327.0,4643.0,85.0,False
Earth,False,F,839,S,TRAPPIST-1e,28.0,False,1549.0,0.0,5.0,0.0,0.0,False
Earth,False,G,734,P,PSO J318.5-22,24.0,False,0.0,266.0,1455.0,59.0,0.0,False
Earth,False,F,920,P,TRAPPIST-1e,27.0,False,110.0,0.0,638.0,0.0,0.0,False
Mars,False,F,841,S,55 Cancri e,13.0,False,2244.0,31.0,507.0,0.0,142.0,False
Mars,False,E,292,S,TRAPPIST-1e,27.0,False,994.0,0.0,26.0,1.0,0.0,False
Earth,True,G,730,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,A,55,S,TRAPPIST-1e,50.0,True,13.0,239.0,0.0,161.0,2355.0,False
Europa,True,A,55,S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,921,P,TRAPPIST-1e,26.0,False,1170.0,0.0,0.0,187.0,100.0,False
Earth,False,G,732,S,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,732,S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,732,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,732,S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,732,S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,D,151,P,TRAPPIST-1e,25.0,False,1956.0,0.0,161.0,239.0,28.0,False
Mars,False,D,151,P,TRAPPIST-1e,63.0,False,3087.0,0.0,60.0,2.0,0.0,False
Mars,True,F,922,P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,922,P,TRAPPIST-1e,35.0,False,1219.0,0.0,1742.0,740.0,0.0,False
Earth,True,G,733,S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,735,P,TRAPPIST-1e,39.0,False,0.0,3.0,0.0,802.0,49.0,False
Europa,False,D,143,S,55 Cancri e,34.0,False,0.0,337.0,1339.0,92.0,264.0,False
Europa,False,B,148,P,TRAPPIST-1e,36.0,False,0.0,1013.0,1.0,16.0,2825.0,False
Earth,True,G,736,P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,845,S,TRAPPIST-1e,26.0,False,42.0,65.0,895.0,407.0,0.0,True
Mars,True,F,846,S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,924,P,55 Cancri e,20.0,False,0.0,3080.0,7.0,0.0,67.0,True
Earth,True,G,737,P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,734,S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,734,S,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,734,S,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,734,S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,734,S,TRAPPIST-1e,15.0,False,0.0,893.0,0.0,0.0,0.0,True
Earth,False,G,734,S,TRAPPIST-1e,39.0,False,0.0,2.0,0.0,69.0,836.0,False
Earth,False,G,734,S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,847,S,TRAPPIST-1e,24.0,False,83.0,0.0,129.0,504.0,0.0,False
Mars,True,E,281,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,False,C,165,S,55 Cancri e,53.0,False,0.0,864.0,49.0,39.0,2376.0,True
Mars,False,E,294,S,TRAPPIST-1e,19.0,False,160.0,0.0,889.0,0.0,0.0,False
Mars,False,F,926,P,55 Cancri e,54.0,False,433.0,0.0,867.0,19.0,1.0,False
Mars,False,E,283,P,TRAPPIST-1e,21.0,False,572.0,584.0,128.0,14.0,0.0,False
Mars,False,F,926,P,TRAPPIST-1e,25.0,False,1340.0,0.0,8.0,0.0,0.0,False
Mars,False,E,295,S,TRAPPIST-1e,48.0,False,137.0,0.0,877.0,0.0,0.0,True
Mars,False,D,144,S,TRAPPIST-1e,13.0,False,27.0,0.0,3246.0,0.0,0.0,True
Europa,False,B,177,S,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,178,S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,178,S,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,E,296,S,TRAPPIST-1e,34.0,False,849.0,51.0,375.0,0.0,24.0,False
Earth,True,G,736,S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,739,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,739,P,55 Cancri e,15.0,False,6.0,1740.0,2184.0,0.0,0.0,True
Earth,False,F,848,S,55 Cancri e,37.0,False,426.0,0.0,2.0,194.0,308.0,False
